,Importer,WeightKG,Exporter,ValPerKG,ord,min_ord
1568,Malawi,45887,Netherlands,1.056839938,27,27
1569,Malawi,37905,Belgium,1.421101174,28,28
1570,Malawi,36557.5,Romania,1.558837593,29,29
1571,Malawi,34434,Japan,0.917781123,30,30
1572,Malawi,33550,Greece,0.755564769,31,31
1573,Malawi,25934,Tunisia,1.311939076,32,32
1574,Malawi,25185,Hungary,0.78059169,33,33
1575,Malawi,23010,Sweden,1.309414193,34,34
1576,Malawi,20939,Switzerland,2.966452496,35,35
1577,Malaysia,117944578,Japan,0.326396138,1,1
1578,Malaysia,32717462.5,South Korea,0.947700928,2,2
1579,Malaysia,14208306.25,Australia,0.463170447,3,3
1580,Malaysia,7320125,USA,0.428523518,4,4
1581,Malaysia,6359645.65,Philippines,0.256100895,5,5
1582,Malaysia,3912560.5,Pakistan,0.535694071,6,6
1583,Malaysia,3220015,Singapore,1.199315245,7,7
1584,Malaysia,2190540,India,0.915250004,9,9
1585,Malaysia,1323752.565,China,1.221021123,10,10
1586,Malaysia,939992.2085,Thailand,1.170183916,11,11
1587,Malaysia,933627,U.A Emirates,0.501881688,12,12
1588,Malaysia,416867.5,Turkey,0.335525354,13,13
1589,Malaysia,267790,Greece,0.355547074,14,14
1590,Malaysia,211638.4055,Indonesia,0.736485049,15,15
1591,Malaysia,184250.5,Hong Kong,0.736377167,16,16
1592,Malaysia,170862.95,United Kingdom,0.899619461,17,17
1593,Malaysia,126127.5,Cambodia,0.678010956,18,18
1594,Malaysia,124750,Honduras,0.487396273,19,19
1595,Malaysia,104430.4,Myanmar,0.751859612,20,20
1596,Malaysia,70167.5,Germany,0.283606444,21,21
1597,Malaysia,48406.129,Canada,0.610095777,22,22
1598,Malaysia,48136,Chile,0.203851587,23,23
1599,Malaysia,38377.5,Belgium,0.327431828,24,24
1600,Malaysia,28640,Saudi Arabia,0.824073896,25,25
1601,Malaysia,27368.5,Italy,0.494686766,26,26
1602,Malaysia,26620,Bangladesh,1.127462301,27,27
1603,Malaysia,25263,Tunisia,0.774923171,28,28
1604,Malaysia,24925.243,Vietnam,1.081193648,29,29
1605,Malaysia,22930.45,Malaysia,0.547934698,30,30
1606,Maldives,26375.5,U.A Emirates,17.94718066,1,1
1607,Mali,4479928,Poland,0.90193192,1,1
1608,Mali,3841529,Germany,1.323178887,2,2
1609,Mali,2062934.5,USA,0.556300531,3,3
1610,Mali,1525066.5,Italy,1.093923892,4,4
1611,Mali,1492031,Pakistan,0.692658569,5,5
1612,Mali,1232397.7,Belgium,1.029676098,6,6
1613,Mali,996554.5,China,1.043513074,7,7
1614,Mali,843359,U.A Emirates,0.863205149,8,8
1615,Mali,645071,France,1.015479336,9,9
1616,Mali,608841.5,Turkey,0.686202602,10,10
1617,Mali,543423.5,Netherlands,1.138931945,11,11
1618,Mali,530488,Ghana,0.493455573,12,12
1619,Mali,377328,Togo,1.6406192,13,13
1620,Mali,289202.5,Czechia,1.101709962,14,14
1621,Mali,182127.5195,Canada,1.091044076,15,15
1622,Mali,161106.5,Senegal,1.796628157,16,16
1623,Mali,153944,India,0.617871369,17,17
1624,Mali,145211.5,Spain,0.524903603,18,18
1625,Mali,139940,Saudi Arabia,0.605874661,19,19
1626,Mali,132630,Tunisia,0.283801478,20,20
1627,Mali,103600,Liberia,0.901048649,21,21
1628,Mali,95029,Portugal,0.118274029,22,22
1629,Mali,88325,Hungary,0.905733602,23,23
1630,Mali,48561,Bulgaria,1.316606227,24,24
1631,Mali,48471,Iceland,0.643393576,25,25
1632,Mali,47581,Chile,0.897796755,26,26
1633,Mali,44783,Hong Kong,1.935439966,27,27
1634,Mali,33150,South Korea,0.776603318,28,28
1635,Mali,29419,Japan,0.499829022,29,29
1636,Mali,28500,Qatar,0.664348421,30,30
1637,Mali,27300,Morocco,0.571170696,31,31
1638,Mali,26330,Oman,0.592212685,32,32
1639,Mali,25600,Croatia,0.604967188,33,33
1640,Mali,24905,North Korea,0.626097571,34,34
1641,Mali,23900,Cyprus,0.212893264,35,35
1642,Malta,23102.5,U.A Emirates,8.240286247,1,1
1643,Mauritania,2172509.5,France,0.677280456,1,1
1644,Mauritania,986389.5,Germany,0.928994688,2,2
1645,Mauritania,864402.5,Netherlands,0.742702104,3,3
1646,Mauritania,726593.5,USA,1.043928789,4,4
1647,Mauritania,638654.5,Bulgaria,1.383466307,5,5
1648,Mauritania,508407.885,Belgium,0.859053308,6,6
1649,Mauritania,349012,U.A Emirates,0.706583413,7,7
1650,Mauritania,225922.8795,Canada,0.823762851,8,8
1651,Mauritania,178100.5,China,1.065058799,9,9
1652,Mauritania,172655,Andorra,0.662493759,10,10
1653,Mauritania,125348,Spain,0.540142778,11,11
1654,Mauritania,92000,Japan,0.196696556,12,12
1655,Mauritania,81880,Oman,0.130079662,13,13
1656,Mauritania,51310,Turkey,0.469641556,14,14
1657,Mauritania,51074,Italy,1.141476317,15,15
1658,Mauritania,44629.5,Morocco,1.021777473,16,16
1659,Mauritania,39857,Malaysia,1.371512213,17,17
1660,Mauritania,26460,Switzerland,0.6653065,18,18
1661,Mauritania,24002,Poland,1.149570869,19,19
1662,Mauritania,21168,Chile,0.544444444,20,20
1663,Mexico,31243997,USA,0.810508129,1,1
1664,Mexico,68800,Nigeria,0.951047471,2,2
1665,Mexico,43751,China,2.316757866,3,3
1666,Mexico,40802.03,Belize,2.196632099,4,4
1667,Mexico,37272.251,Canada,1.120335313,5,5
1668,Mexico,22900,Belgium,1.559992096,6,6
1669,Mongolia,2468117.95,South Korea,1.002911418,1,1
1670,Mongolia,263289.165,USA,1.393303492,2,2
1671,Mongolia,234552.885,Japan,1.233513931,3,3
1672,Mongolia,202137.5,Germany,1.069480565,4,4
1673,Mongolia,136885.5,Slovakia,0.848124063,5,5
1674,Mongolia,75933.4,Switzerland,1.236917604,6,6
1675,Mongolia,53673,Bulgaria,1.200891089,7,7
1676,Mongolia,46184.58,Sweden,0.773357261,8,8
1677,Mongolia,43026,Finland,7.544128332,9,9
1678,Mongolia,20441.1,United Kingdom,1.640672435,10,10
1679,Montenegro,49075.7365,Canada,2.234177313,1,1
1680,Montenegro,42636.5,Netherlands,4.12958356,2,2
1681,Montenegro,40491.045,USA,1.657713499,3,3
1682,Morocco,8249997,Germany,0.518249715,1,1
1683,Morocco,6287492.8,Spain,0.647195388,2,2
1684,Morocco,4392682.75,Netherlands,0.592465192,3,3
1685,Morocco,3219743,Belgium,0.341231874,4,4
1686,Morocco,2105894.1,United Kingdom,0.676451061,5,5
1687,Morocco,339810,Switzerland,0.549854351,6,6
1688,Morocco,224107,Poland,0.568813679,7,7
1689,Morocco,212099,Tunisia,0.175211754,8,8
1690,Morocco,73650,Czechia,0.134497455,9,9
1691,Morocco,66564,Italy,0.454238555,10,10
1692,Morocco,51356.39,France,1.568199996,11,11
1693,Morocco,35203,Bulgaria,0.569760873,12,12
1694,Morocco,34560,Denmark,0.403883667,13,13
1695,Morocco,29511.5,U.A Emirates,1.202860401,14,14
1696,Morocco,24392.5,Luxembourg,9.139072524,15,15
1697,Mozambique,2.74E+08,Honduras,0.00103286,1,1
1698,Mozambique,70045073.87,Hong Kong,0.001759598,2,2
1699,Mozambique,51416535.57,Pakistan,0.375628094,3,3
1700,Mozambique,40063668,Switzerland,0.000933686,4,4
1701,Mozambique,3.80E+07,Lebanon,0.001147479,5,5
1702,Mozambique,3.00E+07,Colombia,0.000935919,6,6
1703,Mozambique,3.00E+07,Tunisia,0.001176986,7,6
1704,Mozambique,2.50E+07,CuraÁao,0.001032416,8,8
1705,Mozambique,20472420.67,Germany,0.520255764,9,9
1706,Mozambique,2.00E+07,Bangladesh,0.000878901,10,10
1707,Mozambique,2.00E+07,Cabo Verde,0.001086842,11,10
1708,Mozambique,2.00E+07,Slovenia,0.001244997,12,10
1709,Mozambique,19186597,China,1.221317541,13,13
1710,Mozambique,16248839.52,Malaysia,0.605841471,14,14
1711,Mozambique,10500000,Singapore,0.001045271,15,15
1712,Mozambique,7763472,U.A Emirates,0.836212145,17,17
1713,Mozambique,3422160,India,1.062650023,18,18
1714,Mozambique,3077617.404,Eswatini,0.001058476,19,19
1715,Mozambique,3.00E+06,Qatar,0.000874757,20,20
1716,Mozambique,2464500,France,0.74077644,21,21
1717,Mozambique,2.00E+06,Sweden,0.001263005,22,22
1718,Mozambique,1768020,Spain,0.71059094,23,23
1719,Mozambique,1699147,USA,1.029251736,24,24
1720,Mozambique,1504465.468,Macao,0.561144624,25,25
1721,Mozambique,1125000,Italy,0.868476695,26,26
1722,Mozambique,1015847,Lithuania,0.830512463,27,27
1723,Mozambique,1014317,Belgium,0.642254653,28,28
1724,Mozambique,934545.621,Canada,1.091044076,29,29
1725,Mozambique,928607,Turkey,0.539318571,30,30
1726,Mozambique,748148,Poland,0.760550082,31,31
1727,Mozambique,677262,Netherlands,0.188045384,32,32
1728,Mozambique,544968,South Korea,1.362719803,33,33
1729,Mozambique,442810,Cambodia,0.001023532,34,34
1730,Mozambique,361100,Slovakia,0.582612441,35,35
1731,Mozambique,333202.914,Finland,1.433408527,36,36
1732,Mozambique,297758,Bulgaria,0.686742159,37,37
1733,Mozambique,288345.5,Oman,1.464988379,38,38
1734,Mozambique,264140,Estonia,0.338933588,39,39
1735,Mozambique,255348,Japan,0.709789695,40,40
1736,Mozambique,216970,Thailand,0.950122835,41,41
1737,Mozambique,144619.45,Philippines,0.474196614,42,42
1738,Mozambique,95865.49,Portugal,0.14705259,43,43
1739,Mozambique,83465,Hungary,1.026925157,44,44
1740,Mozambique,69958,Czechia,1.312473198,45,45
1741,Mozambique,63802.2095,South Africa,3.213075594,46,46
1742,Mozambique,57542.5,United Kingdom,1.351472102,47,47
1743,Mozambique,38570,Zimbabwe,0.538410698,48,48
1744,Mozambique,34802.5,Australia,0.52956663,49,49
1745,Mozambique,27720,Togo,0.354548846,50,50
1746,Myanmar,3239199,Thailand,0.858709856,1,1
1747,Myanmar,979823,Malaysia,0.728844221,2,2
1748,Myanmar,847551,Japan,0.966801381,3,3
1749,Myanmar,446570,Hong Kong,0.365036678,4,4
1750,Myanmar,124110,Philippines,0.88838158,5,5
1751,Myanmar,46068,South Korea,1.234805071,7,7
1752,Myanmar,44241.5,China,2.542099271,8,8
1753,Namibia,373983,China,1.82470362,1,1
1754,Namibia,93555,Poland,0.626755238,2,2
1755,Namibia,46091.9165,Germany,1.098150975,3,3
1756,Namibia,43644.801,Canada,1.061752831,4,4
1757,Namibia,34825,Romania,2.203920459,5,5
1758,Namibia,30887.51,South Africa,15.64024799,6,6
1759,Namibia,28143.5495,U.A Emirates,0.740469336,7,7
1760,Namibia,25272,Japan,0.32375364,8,8
1761,Nepal,112176,Kuwait,0.936706519,1,1
1762,Nepal,45513,India,0.643183228,2,2
1763,Nepal,29628,Singapore,0.180224787,3,3
1764,Netherlands,87102132.84,Germany,0.537563022,1,1
1765,Netherlands,10381360,France,0.820654911,2,2
1766,Netherlands,9692902.5,Belgium,0.942147124,3,3
1767,Netherlands,4852861.38,United Kingdom,1.359052188,4,4
1768,Netherlands,2848375.5,Italy,1.934960679,5,5
1769,Netherlands,1686276.5,Poland,2.925069916,6,6
1770,Netherlands,1651923.5,Denmark,0.598391088,7,7
1771,Netherlands,1108010,Austria,0.721253138,8,8
1772,Netherlands,827106.9,Spain,2.742184547,9,9
1773,Netherlands,774085.67,U.A Emirates,1.835872442,10,10
1774,Netherlands,346014,Tunisia,0.653604491,12,12
1775,Netherlands,292324.5,Hungary,2.984478673,13,13
1776,Netherlands,279881,Morocco,1.480064376,14,14
1777,Netherlands,157826.5,Sweden,1.112096085,15,15
1778,Netherlands,123813,South Korea,4.786012774,16,16
1779,Netherlands,113213,Slovenia,1.230030177,17,17
1780,Netherlands,104676.5,Czechia,1.240455447,18,18
1781,Netherlands,102319,Iraq,1.35522121,19,19
1782,Netherlands,98108,Lithuania,3.18600769,20,20
1783,Netherlands,82526.8185,USA,4.826046915,21,21
1784,Netherlands,74344,Romania,0.934607765,22,22
1785,Netherlands,70914,Greece,1.230073935,23,23
1786,Netherlands,68136,Slovakia,3.446796565,24,24
1787,Netherlands,66831.5,Finland,1.240972745,25,25
1788,Netherlands,65843,Pakistan,2.191985528,26,26
1789,Netherlands,56289,Iceland,0.66106296,27,27
1790,Netherlands,55437,Bulgaria,1.285194055,28,28
1791,Netherlands,48908.5,Hong Kong,2.161248415,29,29
1792,Netherlands,46801,Ireland,1.199336428,30,30
1793,Netherlands,41603,Luxembourg,1.230122388,31,31
1794,Netherlands,41571,Togo,1.512293191,32,32
1795,Netherlands,41171,Croatia,1.199290544,33,33
1796,Netherlands,39922.5,Malaysia,4.917369695,34,34
1797,Netherlands,38294.5,Latvia,3.941638373,35,35
1798,Netherlands,38217.5,India,6.276691417,36,36
1799,Netherlands,33086,Thailand,1.817226137,37,37
1800,Netherlands,29767.5,Turkey,0.663024596,38,38
1801,Netherlands,27435.5,Lebanon,3.083248717,39,39
1802,Netherlands,21940.5,Norway,0.739061314,40,40
1803,New Zealand,93321,Hong Kong,1.971995997,1,1
1804,New Zealand,33914,U.A Emirates,1.084832724,2,2
1805,New Zealand,27690.61,USA,23.52016553,3,3
1806,New Zealand,20576.5,China,5.237650337,4,4
1807,Nicaragua,44956999,USA,1.281223755,1,1
1808,Nicaragua,3499838.313,Canada,1.278245911,2,2
1809,Nicaragua,395937.785,Switzerland,0.920064128,3,3
1810,Nicaragua,385778.275,Spain,1.51074948,4,4
1811,Nicaragua,361954.51,China,1.490640275,5,5
1812,Nicaragua,256449,Poland,2.050737401,6,6
1813,Nicaragua,254490.15,U.A Emirates,1.795844803,7,7
1814,Nicaragua,243039.475,Germany,1.121165393,8,8
1815,Nicaragua,216956.6,Costa Rica,1.652385599,9,9
1816,Nicaragua,198578.4,Bulgaria,3.468439854,10,10
1817,Nicaragua,188991.79,Oman,3.276729144,11,11
1818,Nicaragua,178935,Slovakia,1.959628468,12,12
1819,Nicaragua,114360,Greece,0.558115855,13,13
1820,Nicaragua,78977.5,Hungary,2.053040308,14,14
1821,Nicaragua,66712.465,Italy,0.927823377,15,15
1822,Nicaragua,48550,Pakistan,0.981818579,16,16
1823,Nicaragua,48360,Nigeria,1.270311931,17,17
1824,Nicaragua,47586.215,India,1.685777625,18,18
1825,Nicaragua,31897.07,Honduras,1.928386753,20,20
1826,Nicaragua,28197.5,Lithuania,4.483264269,21,21
1827,Nicaragua,22005.6,Netherlands,2.125330385,22,22
1828,Nicaragua,20639.688,Chile,1.061752823,23,23
1829,Niger,3753300,Italy,1.082235867,1,1
1830,Niger,3009221.264,Poland,0.981909866,2,2
1831,Niger,2349052.967,Spain,0.963289051,3,3
1832,Niger,1408680.554,Netherlands,1.031216007,4,4
1833,Niger,1315220,Tunisia,1.048657501,5,5
1834,Niger,806280.25,Belgium,0.946846929,6,6
1835,Niger,719761,USA,1.287097023,7,7
1836,Niger,682561.5,China,1.102563432,8,8
1837,Niger,523215,Portugal,1.088554242,9,9
1838,Niger,454296.5,France,0.975922411,10,10
1839,Niger,421341.5,Morocco,1.081437201,11,11
1840,Niger,274304,Germany,0.849811447,12,12
1841,Niger,260355,South Korea,1.235484758,13,13
1842,Niger,211758,Saudi Arabia,1.068018423,14,14
1843,Niger,197430.758,Togo,0.852463857,15,15
1844,Niger,191043.8405,Canada,1.097186415,16,16
1845,Niger,144849,Honduras,1.217554736,17,17
1846,Niger,139718.5,U.A Emirates,0.997795079,18,18
1847,Niger,136607,Bulgaria,1.270572792,19,19
1848,Niger,104543.399,Benin,1.068018431,20,20
1849,Niger,79637,Romania,1.242103922,21,21
1850,Niger,71855,Hungary,1.068018431,22,22
1851,Niger,56480.1605,Ghana,1.311686899,23,23
1852,Niger,51087.5,Singapore,1.131183526,24,24
1853,Niger,47073.553,Ukraine,1.000982946,25,25
1854,Niger,35759.385,Pakistan,1.106948736,26,26
1855,Niger,34724.464,Denmark,1.068018415,27,27
1856,Niger,31395.322,Brazil,1.068018446,28,28
1857,Niger,30731,India,1.296115299,29,29
1858,Niger,28740.791,Namibia,1.068018413,30,30
1859,Niger,27946.477,Liberia,1.020988662,31,31
1860,Niger,26500,Czechia,0.85309434,32,32
1861,Niger,23920,El Salvador,1.503946488,33,33
1862,Nigeria,11768489,South Korea,1.178560328,1,1
1863,Nigeria,10704358.98,United Kingdom,1.671893935,2,2
1864,Nigeria,10118243.65,China,1.280128917,3,3
1865,Nigeria,2906430,Niger,0.48599345,4,4
1866,Nigeria,2566303.5,Poland,0.875833871,5,5
1867,Nigeria,1772679.8,Spain,0.349981236,6,6
1868,Nigeria,1679018,Lithuania,1.382081669,7,7
1869,Nigeria,1178788.7,Hungary,1.117824346,9,9
1870,Nigeria,1095708,Togo,9.311328122,10,10
1871,Nigeria,913895,Malaysia,1.219953252,11,11
1872,Nigeria,755820.82,USA,2.112870919,12,12
1873,Nigeria,737379,Slovakia,0.517891964,13,13
1874,Nigeria,488417.8415,Canada,1.960330434,14,14
1875,Nigeria,482563.1,Belgium,1.426804191,15,15
1876,Nigeria,378320,Germany,1.096238365,16,16
1877,Nigeria,359652,Italy,1.280826215,17,17
1878,Nigeria,279750.25,Ireland,1.181376569,18,18
1879,Nigeria,200648.4,Croatia,0.249692999,19,19
1880,Nigeria,142974.55,Singapore,0.909086115,20,20
1881,Nigeria,138662.5,Netherlands,0.7799242,21,21
1882,Nigeria,136980,Cambodia,0.267922324,22,22
1883,Nigeria,80743,Japan,1.130569915,23,23
1884,Nigeria,76836,Latvia,2.434398373,24,24
1885,Nigeria,69606,Switzerland,1.117143051,25,25
1886,Nigeria,61881.075,Australia,1.189662426,26,26
1887,Nigeria,53569,Morocco,1.871672955,27,27
1888,Nigeria,37294.5,U.A Emirates,1.237357699,28,28
1889,Nigeria,26549,South Africa,1.857958304,29,29
1890,Nigeria,25493.4,Philippines,2.171358068,30,30
1891,Nigeria,25405,France,1.362372699,31,31
1892,Nigeria,22980,Tunisia,0.889802545,32,32
1893,Nigeria,20695.5,Pakistan,1.035269964,33,33
1894,North Macedonia,79221,Switzerland,0.550420392,1,1
1895,North Macedonia,42052,China,1.619049633,2,2
1896,North Macedonia,40193,Australia,0.514596875,3,3
1897,North Macedonia,33878.5,Germany,2.363904914,4,4
1898,North Macedonia,22701,Denmark,1.189209545,5,5
1899,Norway,81625,U.A Emirates,1.385708675,1,1
1900,Norway,49982,Bulgaria,3.962341796,2,2
1901,Norway,38621.5,Poland,0.91864611,3,3
1902,Oman,11830702,Belgium,0.51413632,1,1
1903,Oman,898518,Finland,0.517618708,2,2
1904,Oman,511662.5,Italy,0.46250176,3,3
1905,Oman,398624.1,U.A Emirates,0.549026752,4,4
1906,Oman,351613.1,Qatar,1.03540533,5,5
1907,Oman,305294,Austria,0.468776229,6,6
1908,Oman,112697,USA,2.197380991,7,7
1909,Oman,106620,Germany,0.477790159,8,8
1910,Oman,85632.5,Slovenia,0.482112075,9,9
1911,Oman,70890,Estonia,0.392335731,10,10
1912,Oman,40570,Lebanon,0.670939118,11,11
1913,Oman,33043,Free Zones,0.176701601,12,12
1914,Oman,28390,Saudi Arabia,0.334313248,13,13
1915,Oman,22115,United Kingdom,0.908341171,14,14
1916,Oman,21378,Malaysia,0.813154411,16,16
1917,Pakistan,91370685,USA,0.46919832,1,1
1918,Pakistan,45692563,United Kingdom,0.371694511,2,2
1919,Pakistan,34836178.5,China,0.570862456,3,3
1920,Pakistan,24769167.5,South Korea,0.561556127,4,4
1921,Pakistan,24466530,Poland,0.277428735,5,5
1922,Pakistan,24385615,Germany,0.362388058,6,6
1923,Pakistan,23070282,France,0.295100173,7,7
1924,Pakistan,20124328,Italy,0.264308036,8,8
1925,Pakistan,19265229.63,Canada,0.74511397,9,9
1926,Pakistan,18162900,Netherlands,0.346560693,10,10
1927,Pakistan,17008042,Belgium,0.328557848,11,11
1928,Pakistan,11777778.5,Spain,0.273948079,13,13
1929,Pakistan,10722565,Bulgaria,0.325504474,14,14
1930,Pakistan,10241118.5,Hungary,0.300025,15,15
1931,Pakistan,9560111,U.A Emirates,0.448154118,16,16
1932,Pakistan,9526905.5,Japan,0.444559224,17,17
1933,Pakistan,7976779,Australia,0.50593394,18,18
1934,Pakistan,7890402,Lithuania,0.307714912,19,19
1935,Pakistan,5698870,Malaysia,0.458934681,20,20
1936,Pakistan,5034934,Turkey,0.323100561,21,21
1937,Pakistan,3443706,Philippines,0.392613087,22,22
1938,Pakistan,3080389.5,Slovakia,0.354713737,23,23
1939,Pakistan,2811709.5,Portugal,0.305120042,24,24
1940,Pakistan,2204763.5,Czechia,0.299466688,25,25
1941,Pakistan,2022873,Tunisia,0.576983709,26,26
1942,Pakistan,1465240.78,Sweden,0.361149187,27,27
1943,Pakistan,1323483.5,Morocco,0.461860856,28,28
1944,Pakistan,1237160,Estonia,0.300498625,29,29
1945,Pakistan,1144281.35,Romania,0.321731284,30,30
1946,Pakistan,884379,Latvia,0.217768643,31,31
1947,Pakistan,877099.5,Ireland,0.298552214,32,32
1948,Pakistan,697602,Qatar,0.432829822,33,33
1949,Pakistan,502095,Greece,0.438186323,34,34
1950,Pakistan,491672,Oman,0.270639355,35,35
1951,Pakistan,391692.5,Norway,0.356150069,37,37
1952,Pakistan,315866.9035,Thailand,0.597600146,38,38
1953,Pakistan,279037.5,Dominica,0.404188405,39,39
1954,Pakistan,215658,Singapore,0.45794787,40,40
1955,Pakistan,196449,Ukraine,0.391488492,41,41
1956,Pakistan,164410,Malta,0.462995836,42,42
1957,Pakistan,157937,Seychelles,0.393594019,43,43
1958,Pakistan,138414,Dominican Rep.,0.362802462,44,44
1959,Pakistan,114324,Slovenia,0.404255633,45,45
1960,Pakistan,112878,Nicaragua,0.840823644,46,46
1961,Pakistan,88133,Hong Kong,0.48586363,47,47
1962,Pakistan,86115,Honduras,0.429706892,48,48
1963,Pakistan,84037.5,Croatia,0.274630571,49,49
1964,Pakistan,79964.5,Austria,0.349059227,50,50
1965,Pakistan,69927,New Zealand,0.356296318,51,51
1966,Pakistan,68556,Chile,0.401227872,52,52
1967,Pakistan,59580,Switzerland,0.425616062,53,53
1968,Pakistan,50842.5,Saudi Arabia,0.333592897,54,54
1969,Pakistan,40074.65,Kuwait,0.945607541,55,55
1970,Pakistan,35276,Finland,30.34302923,56,56
1971,Pakistan,33520,Sudan,0.588550298,57,57
1972,Pakistan,27000,Senegal,0.23523,58,58
1973,Pakistan,23610,North Korea,0.361038648,59,59
1974,Pakistan,23171,Georgia,0.447540984,60,60
1975,Pakistan,20455,Denmark,0.428065241,61,61
1976,Pakistan,20330,Lebanon,0.387344622,62,62
1977,Panama,2696847.999,USA,1.617972182,1,1
1978,Panama,163905,Nicaragua,0.448303747,2,2
1979,Panama,147880,Dominican Rep.,0.325823417,3,3
1980,Panama,54616,India,0.202453297,4,4
1981,Panama,46009,Bulgaria,2.007297081,5,5
1982,Panama,37328.5,United Kingdom,1.699915254,7,7
1983,Panama,37067.235,Honduras,0.974193771,8,8
1984,Panama,36290.765,Canada,1.120335297,9,9
1985,Panama,28500,China,0.573000075,10,10
1986,Panama,27520,Pakistan,0.953079287,11,11
1987,Panama,26378,Chile,1.083643981,12,12
1988,Panama,26305.6655,Spain,1.557878446,13,13
1989,Panama,23340,Germany,11.63567839,14,14
1990,Papua New Guinea,6799884,New Zealand,1.107391897,1,1
1991,Papua New Guinea,5042210,Australia,1.386404354,2,2
1992,Papua New Guinea,1548910,U.A Emirates,1.802885828,3,3
1993,Papua New Guinea,113437,Malaysia,0.698962238,4,4
1994,Papua New Guinea,112080,China,0.89034325,5,5
1995,Papua New Guinea,104609,Poland,0.560965118,6,6
1996,Papua New Guinea,35750,Singapore,1.155455832,8,8
1997,Papua New Guinea,25190,India,0.860581183,9,9
1998,Papua New Guinea,25000,Japan,0.275181,10,10
1999,Papua New Guinea,24135,South Korea,0.988786647,11,11
2000,Papua New Guinea,23587,USA,1.58795099,12,12
2001,Papua New Guinea,20110,Belgium,0.465186126,13,13
2002,Paraguay,9758453.6,Chile,1.120335321,1,1
2003,Paraguay,35220,Spain,0.867723927,2,2
2004,Paraguay,25453,USA,7.560235057,3,3
2005,Peru,3548955.102,Chile,1.123210473,1,1
2006,Peru,26811,Italy,0.792873333,2,2
2007,Peru,22539.636,Canada,0.737350302,3,3
2008,Philippines,30561585,Japan,0.304571385,1,1
2009,Philippines,23663477.5,South Korea,0.660234251,2,2
2010,Philippines,14705769.5,USA,0.37902173,3,3
2011,Philippines,10370097.5,China,0.871397287,4,4
2012,Philippines,4675732.5,Pakistan,0.56198631,5,5
2013,Philippines,4457320,Malaysia,0.508780264,6,6
2014,Philippines,3378233,Hong Kong,0.439610956,7,7
2015,Philippines,1612115.75,India,0.8392908,9,9
2016,Philippines,1351531.895,Canada,0.701839584,10,10
2017,Philippines,718506.5,Singapore,0.485647768,11,11
2018,Philippines,717587.95,U.A Emirates,0.648139766,12,12
2019,Philippines,299500,Kuwait,0.815477674,13,13
2020,Philippines,200167,Norway,1.340259538,14,14
2021,Philippines,184322.173,Sweden,0.481797125,15,15
2022,Philippines,122772.5,Bulgaria,0.498064991,16,16
2023,Philippines,106786.1975,Israel,0.600326191,17,17
2024,Philippines,97419.95,Australia,0.752817713,18,18
2025,Philippines,96000,New Zealand,0.778250208,19,19
2026,Philippines,88880,Italy,0.790192311,20,20
2027,Philippines,82430.039,Thailand,0.97585774,21,21
2028,Philippines,57340.491,Vietnam,1.121400113,22,22
2029,Philippines,49200,Indonesia,1.056540774,23,23
2030,Philippines,46732,Austria,0.27097943,24,24
2031,Philippines,46072.805,United Kingdom,1.879845022,25,25
2032,Philippines,44183.874,Greece,0.965405523,26,26
2033,Philippines,43509.5,Ireland,1.802035548,27,27
2034,Philippines,42202.5,Spain,0.410876729,28,28
2035,Philippines,41729.755,Honduras,0.327045304,29,29
2036,Philippines,28194,Cambodia,1.989096262,30,30
2037,Philippines,25856.5,Poland,18.67488904,31,31
2038,Philippines,25322,Nicaragua,6.51607298,32,32
2039,Philippines,22220,Turkey,0.294194419,33,33
2040,Philippines,21650,Chile,1.120335301,34,34
2041,Poland,52642650,Germany,0.961038272,1,1
2042,Poland,31259785,United Kingdom,1.260290764,2,2
2043,Poland,10726718.5,Norway,0.733151194,3,3
2044,Poland,8762020,Netherlands,0.95318802,4,4
2045,Poland,4648419,Sweden,0.547548164,5,5
2046,Poland,3561750.807,Switzerland,0.86457451,6,6
2047,Poland,2009916,Austria,0.699451084,7,7
2048,Poland,1854186.5,USA,1.92949103,8,8
2049,Poland,1685382,Denmark,0.59158638,9,9
2050,Poland,1201563.703,Czechia,0.216600169,10,10
2051,Poland,774561,Italy,1.515827639,11,11
2052,Poland,682254.75,Spain,8.102821854,13,13
2053,Poland,659427,Malta,1.560629663,14,14
2054,Poland,625441,Belize,0.787067045,15,15
2055,Poland,527495,Ireland,0.99342977,16,16
2056,Poland,471153.215,Belgium,1.086108847,17,17
2057,Poland,270169.5,France,4.43412105,18,18
2058,Poland,244096,Lithuania,2.102206641,19,19
2059,Poland,207448,Hungary,4.376615299,20,20
2060,Poland,126852,Slovakia,3.089318644,21,21
2061,Poland,91252.5,Tunisia,0.759745749,23,23
2062,Poland,78018.5,Bulgaria,19.30550849,24,24
2063,Poland,63499,Croatia,15.1387082,25,25
2064,Poland,59766.1,U.A Emirates,2.230391445,26,26
2065,Poland,54836.8695,Ukraine,1.389790844,27,27
2066,Poland,50524.5,Bahrain,26.97036491,28,28
2067,Poland,34894,Romania,8.649344138,29,29
2068,Poland,33545.8,Estonia,0.954988619,30,30
2069,Poland,31525.095,Canada,2.036405889,31,31
2070,Poland,27996,Latvia,4.020502154,32,32
2071,Poland,26525,Togo,0.553403393,33,33
2072,Poland,23472,China,3.223173804,34,34
